year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct,policy_id,policy_name,policy_type,policy_domain,policy_status,policy_year,policy_restrictiveness_score,policy_maturity_score,ethical_alignment_score,implementation_strength,regulatory_risk_level,ai_investment_index,ai_research_output,policy_sentiment,amendment_count,compliance_score,alert_flag,policy_version,country_code,continent,policy_source,publishing_authority,publication_date,effective_date,review_date,volatility_score,enforcement_strength,expert_review_score,comment_count,discussion_status,last_updated,alert_date
2016,3,United States,North America,41,32,32,7,ChatGPT,83,0.461,Yes,50,28,No,5,AIP-03653,AI Framework 3,Guidance,Governance,Active,2019,6,54,44,Strong,Low,44,1712,Restrictive,2,45,No Alert,v2.5,UNI,North America,Government Portal,Data Protection Authority,2019-01-15,2019-03-01,2020-10-16,64,Medium,68,21,Closed,2020-06-04,2019-02-18
2025,9,India,Asia,92,91,69,101,Khanmigo,65,0.587,No,100,51,Yes,9,AIP-03654,AI Framework 4,Regulation,Data Privacy,Active,2020,8,58,67,Moderate,Low,26,4106,Neutral,6,62,No Alert,v2.4,IND,Asia,Legal Database,AI Commission,2020-04-11,2020-07-01,2021-11-02,72,High,73,3,Under Review,2021-10-07,2020-05-30
2019,2,Canada,North America,55,43,38,60,Google Gemini,52,0.827,Yes,68,43,Yes,0,AIP-03655,AI Framework 5,Regulation,Governance,Active,2020,6,64,57,Moderate,Medium,37,4063,Restrictive,0,79,No Alert,v2.4,CAN,Africa,Government Portal,AI Commission,2020-02-20,2020-06-25,2023-01-23,15,High,60,34,Open,2021-04-19,2020-04-02
2021,3,Nigeria,Africa,85,65,69,120,Google Gemini,45,0.951,No,88,48,No,8,AIP-03656,AI Framework 6,Legislation,Education,Draft,2019,1,57,47,Weak,Low,23,1128,Supportive,5,54,No Alert,v2.4,NIG,Europe,Legal Database,AI Commission,2019-06-26,2019-10-23,2022-05-10,40,Low,80,48,Under Review,2020-07-31,2019-08-27
2024,11,Pakistan,Asia,85,84,67,113,Microsoft Copilot,58,0.665,No,100,68,No,8,AIP-03657,AI Framework 7,Guidance,Governance,Repealed,2025,2,58,52,Strong,High,34,2598,Supportive,7,71,New Policy,v2.3,PAK,Oceania,AI Ethics Board,Digital Affairs Agency,2025-06-13,2025-06-30,2027-07-17,36,Medium,97,38,Under Review,2025-08-26,2025-08-22
2015,5,Nigeria,Africa,56,41,42,46,Khanmigo,80,0.886,Yes,58,40,No,11,AIP-03658,AI Framework 8,Strategy,Governance,Active,2026,8,73,67,Moderate,Medium,96,3763,Restrictive,3,58,No Alert,v1.5,NIG,Europe,Government Portal,Digital Affairs Agency,2026-02-04,2026-05-12,2028-05-05,89,Low,88,34,Closed,2027-08-01,2026-03-03
2016,3,Australia,Oceania,52,47,52,69,ChatGPT,95,0.787,Yes,64,33,Yes,2,AIP-03659,AI Framework 9,Regulation,Data Privacy,Draft,2026,7,52,43,Moderate,High,64,1820,Neutral,6,59,Amendment,v2.0,AUS,Oceania,Regulatory Authority,Digital Affairs Agency,2026-07-26,2026-12-02,2028-12-03,69,Low,55,10,Closed,2027-08-19,2026-09-03
2017,10,Australia,Oceania,33,30,32,67,ChatGPT,55,0.646,No,37,23,No,7,AIP-03660,AI Framework 10,Strategy,Governance,Active,2019,7,57,67,Moderate,Medium,68,3973,Neutral,7,72,No Alert,v2.8,AUS,Africa,AI Ethics Board,Digital Affairs Agency,2019-02-10,2019-04-12,2020-05-26,79,Low,57,36,Closed,2020-06-01,2019-05-28
2018,7,Brazil,South America,82,75,65,87,ChatGPT,87,0.664,No,93,76,No,3,AIP-03661,AI Framework 11,Strategy,Governance,Draft,2022,5,60,51,Strong,High,51,2642,Supportive,6,68,No Alert,v1.8,BRA,Asia,Legal Database,Data Protection Authority,2022-07-23,2022-08-11,2024-12-30,80,High,77,16,Open,2023-05-19,2022-08-29
2018,6,Brazil,South America,78,60,51,87,ChatGPT,97,0.549,No,80,49,No,3,AIP-03662,AI Framework 12,Regulation,Ethics,Active,2020,3,56,61,Strong,Medium,72,4599,Restrictive,4,44,No Alert,v2.3,BRA,South America,Regulatory Authority,AI Commission,2020-07-30,2021-01-23,2022-05-10,25,Low,78,30,Closed,2020-10-18,2020-10-14
2023,9,Australia,Oceania,70,69,49,57,Microsoft Copilot,68,0.918,No,87,36,No,12,AIP-03663,AI Framework 13,Legislation,Ethics,Active,2018,4,74,81,Moderate,Medium,65,4488,Supportive,4,59,New Policy,v3.9,AUS,Europe,Legal Database,Ministry of Technology,2018-03-22,2018-06-27,2019-10-03,91,Medium,93,6,Open,2018-06-23,2018-06-19
2020,4,Brazil,South America,50,40,34,42,ChatGPT,66,0.853,No,59,39,Yes,6,AIP-03664,AI Framework 14,Strategy,Governance,Repealed,2023,7,74,77,Moderate,Low,94,4817,Supportive,1,71,Amendment,v3.7,BRA,Africa,Government Portal,Data Protection Authority,2023-12-05,2024-01-04,2025-10-26,21,Low,70,30,Closed,2025-03-06,2024-03-16
2017,4,Canada,North America,37,23,22,43,ChatGPT,48,0.61,No,45,35,Yes,3,AIP-03665,AI Framework 15,Guidance,Data Privacy,Active,2025,6,58,50,Weak,Medium,84,1140,Supportive,1,60,Amendment,v2.8,CAN,North America,Legal Database,Ministry of Technology,2025-07-22,2025-12-29,2027-04-13,97,Low,95,10,Under Review,2025-12-26,2025-08-25
2021,8,Canada,North America,87,62,68,101,Microsoft Copilot,92,0.772,Yes,100,77,No,5,AIP-03666,AI Framework 16,Regulation,Transparency,Active,2018,2,56,61,Moderate,Medium,64,3697,Restrictive,6,61,No Alert,v3.8,CAN,North America,Legal Database,AI Commission,2018-11-08,2019-02-13,2020-07-18,12,Low,81,10,Closed,2020-05-27,2019-02-23
2024,3,China,Asia,86,57,61,100,Khanmigo,75,0.881,Yes,100,79,Yes,7,AIP-03667,AI Framework 17,Strategy,Governance,Draft,2023,4,61,57,Moderate,Medium,83,3770,Restrictive,4,74,No Alert,v3.3,CHI,Oceania,Legal Database,AI Commission,2023-09-04,2023-12-31,2025-04-21,5,Medium,67,39,Under Review,2024-11-01,2023-11-26
2018,4,Brazil,South America,65,58,46,76,Khanmigo,48,0.577,Yes,67,49,Yes,0,AIP-03668,AI Framework 18,Guidance,Education,Active,2018,9,46,44,Strong,Medium,69,2277,Supportive,7,49,Amendment,v3.8,BRA,Africa,AI Ethics Board,Digital Affairs Agency,2018-12-04,2019-05-05,2020-02-06,77,Medium,52,21,Open,2019-10-09,2019-01-28
2017,6,Nigeria,Africa,46,29,35,35,Khanmigo,81,0.547,Yes,54,41,No,3,AIP-03669,AI Framework 19,Regulation,Transparency,Active,2025,6,55,50,Moderate,Low,100,883,Supportive,5,48,No Alert,v3.1,NIG,Oceania,Legal Database,Data Protection Authority,2025-03-03,2025-05-03,2028-02-04,78,Medium,96,30,Under Review,2026-10-22,2025-05-09
2022,1,United States,North America,92,60,65,113,Microsoft Copilot,54,0.58,Yes,99,85,No,6,AIP-03670,AI Framework 20,Strategy,Ethics,Active,2018,9,47,53,Moderate,Medium,62,1500,Restrictive,2,32,No Alert,v1.9,UNI,Africa,Regulatory Authority,Data Protection Authority,2018-08-01,2018-09-25,2020-11-29,82,Low,71,30,Under Review,2018-10-27,2018-11-21
2023,8,India,Asia,42,27,35,5,Microsoft Copilot,70,0.71,No,51,21,No,3,AIP-03671,AI Framework 21,Legislation,Education,Draft,2021,6,45,47,Weak,Low,88,2598,Neutral,7,58,No Alert,v2.5,IND,North America,Regulatory Authority,Ministry of Technology,2021-02-09,2021-04-02,2022-02-28,51,Medium,83,47,Closed,2022-06-21,2021-05-02
2021,9,Canada,North America,81,48,64,66,Google Gemini,64,0.498,Yes,95,75,No,11,AIP-03672,AI Framework 22,Regulation,Data Privacy,Active,2019,5,43,36,Weak,Medium,34,4330,Restrictive,0,46,New Policy,v3.6,CAN,Oceania,Legal Database,Data Protection Authority,2019-02-19,2019-04-15,2021-06-19,97,Medium,89,25,Closed,2019-04-19,2019-02-20
2016,6,Nigeria,Africa,80,60,70,87,Khanmigo,55,0.619,Yes,89,42,Yes,0,AIP-03673,AI Framework 23,Guidance,Transparency,Active,2021,10,61,59,Strong,Medium,33,4584,Neutral,0,67,Amendment,v1.3,NIG,South America,Regulatory Authority,Digital Affairs Agency,2021-08-31,2021-11-26,2023-05-12,22,Medium,86,23,Under Review,2021-12-25,2021-10-14
2020,7,Pakistan,Asia,83,53,74,89,Khanmigo,86,0.757,Yes,84,47,Yes,9,AIP-03674,AI Framework 24,Regulation,Data Privacy,Repealed,2021,6,40,46,Strong,High,45,4581,Supportive,4,47,Amendment,v2.0,PAK,Asia,AI Ethics Board,Ministry of Technology,2021-11-09,2022-03-30,2023-11-25,36,Medium,98,29,Under Review,2023-02-07,2022-01-28
2022,4,India,Asia,66,47,55,46,Khanmigo,96,0.718,Yes,72,34,No,10,AIP-03675,AI Framework 25,Strategy,Transparency,Active,2022,2,63,72,Moderate,Medium,86,4734,Restrictive,4,72,Amendment,v3.1,IND,North America,Legal Database,AI Commission,2022-04-22,2022-08-25,2025-04-20,82,Low,90,12,Open,2024-03-22,2022-05-08
2019,11,Canada,North America,34,25,28,32,Khanmigo,76,0.642,Yes,34,27,No,6,AIP-03676,AI Framework 1,Regulation,Governance,Active,2025,5,55,64,Moderate,High,91,532,Supportive,5,66,New Policy,v2.1,CAN,Africa,Regulatory Authority,AI Commission,2025-02-14,2025-08-12,2027-07-22,95,Low,79,30,Under Review,2026-09-20,2025-06-01
2023,7,India,Asia,77,49,55,72,Microsoft Copilot,92,0.828,No,91,69,Yes,10,AIP-03677,AI Framework 2,Strategy,Transparency,Active,2026,7,53,45,Moderate,High,52,4978,Supportive,5,64,No Alert,v1.4,IND,Europe,Legal Database,Ministry of Technology,2026-03-26,2026-06-29,2027-04-09,58,Low,80,33,Under Review,2027-07-16,2026-07-13
2019,10,Germany,Europe,42,31,39,32,Google Gemini,73,0.733,No,44,23,Yes,4,AIP-03678,AI Framework 3,Legislation,Education,Active,2021,4,67,75,Weak,Low,55,2793,Restrictive,2,57,No Alert,v3.2,GER,Asia,Legal Database,Data Protection Authority,2021-10-02,2022-02-28,2024-01-21,92,High,53,18,Closed,2023-01-05,2021-10-09
2018,1,India,Asia,35,23,26,54,Google Gemini,65,0.722,No,43,30,No,12,AIP-03679,AI Framework 4,Legislation,Education,Repealed,2026,5,59,60,Weak,Medium,59,542,Neutral,1,53,Amendment,v2.9,IND,South America,AI Ethics Board,AI Commission,2026-11-01,2026-12-09,2029-06-17,2,High,72,40,Open,2027-06-23,2027-01-26
2018,7,Brazil,South America,68,67,53,56,Google Gemini,62,0.534,No,71,50,No,5,AIP-03680,AI Framework 5,Strategy,Education,Active,2021,9,66,71,Weak,Low,36,689,Supportive,7,52,No Alert,v2.8,BRA,South America,Regulatory Authority,Digital Affairs Agency,2021-12-04,2022-03-15,2024-03-28,75,High,79,15,Closed,2022-04-14,2022-01-06
2024,5,Brazil,South America,63,61,48,92,Google Gemini,99,0.975,Yes,70,31,No,2,AIP-03681,AI Framework 6,Strategy,Governance,Active,2019,5,65,63,Strong,High,63,1312,Neutral,2,53,No Alert,v3.5,BRA,Oceania,AI Ethics Board,Ministry of Technology,2019-05-01,2019-08-10,2022-03-12,30,Low,79,3,Open,2020-08-11,2019-06-19
2025,5,Canada,North America,78,55,57,84,ChatGPT,88,0.512,No,78,68,No,4,AIP-03682,AI Framework 7,Regulation,Governance,Draft,2023,4,41,44,Weak,Medium,87,1295,Supportive,1,55,New Policy,v2.8,CAN,Asia,AI Ethics Board,Digital Affairs Agency,2023-02-03,2023-06-13,2025-02-03,30,Medium,87,14,Open,2024-07-09,2023-02-09
2024,11,Canada,North America,71,53,62,96,Google Gemini,99,0.863,No,74,63,No,11,AIP-03683,AI Framework 8,Regulation,Ethics,Active,2024,2,47,42,Moderate,Low,80,599,Neutral,0,45,Amendment,v3.5,CAN,Europe,AI Ethics Board,AI Commission,2024-05-14,2024-06-19,2025-11-05,28,Medium,74,35,Closed,2024-11-10,2024-07-28
2018,8,Brazil,South America,69,42,54,67,Google Gemini,97,0.859,No,80,52,Yes,7,AIP-03684,AI Framework 9,Regulation,Education,Active,2020,5,60,60,Moderate,Low,27,1946,Restrictive,6,66,Amendment,v3.9,BRA,Asia,Government Portal,Ministry of Technology,2020-02-16,2020-03-13,2021-06-12,64,Low,61,1,Closed,2021-05-09,2020-04-16
2018,4,United States,North America,74,61,50,111,ChatGPT,95,0.806,Yes,77,56,No,4,AIP-03685,AI Framework 10,Legislation,Data Privacy,Draft,2023,8,75,69,Moderate,Medium,48,2755,Neutral,6,77,No Alert,v1.7,UNI,Europe,Government Portal,AI Commission,2023-07-19,2023-08-15,2026-03-07,54,High,51,9,Under Review,2024-03-26,2023-09-26
2020,9,Nigeria,Africa,61,52,44,22,ChatGPT,65,0.971,No,68,46,No,6,AIP-03686,AI Framework 11,Legislation,Governance,Active,2021,3,45,43,Weak,Low,71,1590,Supportive,7,44,No Alert,v1.7,NIG,South America,AI Ethics Board,Ministry of Technology,2021-08-07,2022-01-10,2022-11-15,62,Medium,52,41,Closed,2022-08-23,2021-10-01
2017,5,Nigeria,Africa,45,41,42,54,Microsoft Copilot,56,0.49,No,53,23,No,7,AIP-03687,AI Framework 12,Regulation,Data Privacy,Repealed,2019,5,43,41,Strong,Low,68,3356,Restrictive,6,33,Amendment,v1.2,NIG,South America,Government Portal,Digital Affairs Agency,2019-07-11,2019-10-08,2021-10-22,1,High,91,31,Closed,2020-03-02,2019-09-21
2017,4,Pakistan,Asia,53,51,43,87,Google Gemini,48,0.955,Yes,54,44,No,6,AIP-03688,AI Framework 13,Regulation,Transparency,Active,2021,7,73,81,Moderate,High,76,3594,Neutral,1,80,New Policy,v3.7,PAK,Oceania,Legal Database,Ministry of Technology,2021-05-26,2021-09-30,2023-08-01,98,High,62,25,Under Review,2022-12-09,2021-06-04
2021,1,Brazil,South America,90,65,55,112,Khanmigo,64,0.791,No,100,69,Yes,2,AIP-03689,AI Framework 14,Legislation,Transparency,Active,2021,10,74,77,Strong,Low,80,2029,Supportive,0,82,Amendment,v2.7,BRA,Africa,Regulatory Authority,AI Commission,2021-10-03,2021-10-29,2023-09-12,68,Low,65,29,Open,2022-11-25,2021-12-10
2021,9,United States,North America,66,45,49,69,Microsoft Copilot,58,0.555,Yes,80,62,No,11,AIP-03690,AI Framework 15,Legislation,Governance,Active,2021,9,46,49,Moderate,Medium,44,440,Neutral,4,35,New Policy,v2.0,UNI,Asia,Government Portal,Data Protection Authority,2021-03-03,2021-05-27,2022-11-14,24,Medium,51,20,Open,2021-08-05,2021-05-04
2022,8,Australia,Oceania,95,57,59,99,Google Gemini,85,0.812,Yes,100,49,Yes,10,AIP-03691,AI Framework 16,Guidance,Governance,Active,2026,3,54,49,Moderate,Medium,58,1592,Restrictive,4,48,No Alert,v3.0,AUS,South America,Regulatory Authority,Ministry of Technology,2026-09-01,2026-09-26,2028-05-27,6,Medium,93,38,Under Review,2027-09-07,2026-12-15
2015,10,Australia,Oceania,61,49,50,33,ChatGPT,62,0.799,Yes,67,44,Yes,1,AIP-03692,AI Framework 17,Strategy,Data Privacy,Draft,2021,2,62,61,Strong,Low,33,3088,Supportive,0,76,No Alert,v3.8,AUS,Africa,Government Portal,Digital Affairs Agency,2021-02-13,2021-08-06,2022-10-17,7,Medium,71,1,Under Review,2021-09-29,2021-06-05
2025,11,Canada,North America,76,69,69,122,Microsoft Copilot,62,0.565,No,91,44,Yes,7,AIP-03693,AI Framework 18,Strategy,Governance,Active,2023,7,47,46,Moderate,Low,78,1991,Restrictive,7,58,No Alert,v1.9,CAN,South America,AI Ethics Board,Digital Affairs Agency,2023-01-01,2023-06-19,2024-10-29,2,Medium,92,50,Open,2024-11-15,2023-01-23
2019,11,India,Asia,78,69,72,97,Khanmigo,76,0.515,Yes,81,66,Yes,7,AIP-03694,AI Framework 19,Strategy,Transparency,Active,2018,3,51,57,Weak,Low,56,2928,Neutral,5,56,No Alert,v2.6,IND,Europe,Legal Database,AI Commission,2018-12-13,2019-03-16,2020-05-06,76,Medium,61,14,Open,2019-12-18,2019-03-26
2021,3,Germany,Europe,74,72,54,105,Khanmigo,92,0.514,Yes,85,54,Yes,10,AIP-03695,AI Framework 20,Guidance,Data Privacy,Active,2020,4,54,47,Strong,High,48,4221,Restrictive,5,68,Amendment,v1.1,GER,Africa,Government Portal,Digital Affairs Agency,2020-06-29,2020-12-05,2021-08-04,41,High,82,38,Under Review,2020-10-12,2020-07-26
2018,1,India,Asia,60,40,39,62,Khanmigo,87,0.913,No,68,37,Yes,0,AIP-03696,AI Framework 21,Strategy,Ethics,Active,2025,2,63,54,Moderate,Medium,81,3946,Supportive,4,75,New Policy,v1.4,IND,Asia,Government Portal,Data Protection Authority,2025-11-08,2025-12-01,2026-11-21,97,High,88,31,Closed,2027-06-21,2026-02-25
2019,4,United States,North America,59,51,54,63,Google Gemini,51,0.552,Yes,67,36,Yes,10,AIP-03697,AI Framework 22,Legislation,Ethics,Draft,2026,8,51,51,Moderate,Low,95,3135,Restrictive,7,55,No Alert,v3.0,UNI,Asia,Government Portal,Digital Affairs Agency,2026-10-29,2027-02-20,2028-10-21,23,Medium,74,37,Open,2027-01-04,2026-11-16
2021,10,Germany,Europe,90,88,77,111,Google Gemini,70,0.92,Yes,100,71,No,10,AIP-03698,AI Framework 23,Legislation,Transparency,Draft,2026,2,54,61,Strong,High,91,528,Restrictive,6,56,No Alert,v1.8,GER,Oceania,Legal Database,Ministry of Technology,2026-04-23,2026-08-01,2027-09-19,84,High,56,39,Open,2028-02-11,2026-08-03
2020,10,Nigeria,Africa,46,28,26,37,ChatGPT,64,0.579,Yes,55,23,Yes,11,AIP-03699,AI Framework 24,Guidance,Transparency,Draft,2018,4,50,55,Moderate,Low,30,3746,Neutral,4,55,No Alert,v2.1,NIG,Europe,Government Portal,Ministry of Technology,2018-01-05,2018-03-27,2020-07-29,62,High,97,8,Open,2019-07-25,2018-03-11
2020,8,Brazil,South America,43,36,28,59,Khanmigo,76,0.959,Yes,46,21,No,7,AIP-03700,AI Framework 25,Strategy,Education,Draft,2025,5,67,74,Moderate,Low,86,1696,Supportive,4,76,No Alert,v3.3,BRA,North America,AI Ethics Board,AI Commission,2025-06-23,2025-07-24,2028-04-21,62,High,60,7,Closed,2026-05-20,2025-08-05
2023,12,Canada,North America,78,59,50,66,Google Gemini,60,0.68,No,84,48,No,6,AIP-03701,AI Framework 1,Legislation,Transparency,Active,2020,1,45,43,Moderate,Low,65,2105,Supportive,6,59,No Alert,v1.5,CAN,North America,Legal Database,Data Protection Authority,2020-12-21,2021-01-17,2023-07-12,61,Medium,84,36,Closed,2021-05-24,2021-04-10
2016,7,India,Asia,61,38,39,106,Google Gemini,95,0.477,Yes,67,37,Yes,4,AIP-03702,AI Framework 2,Regulation,Education,Draft,2018,8,48,42,Moderate,Medium,28,3500,Restrictive,2,43,No Alert,v1.6,IND,Africa,Regulatory Authority,AI Commission,2018-05-31,2018-11-07,2020-06-04,64,High,83,30,Under Review,2019-02-24,2018-08-26
2023,10,Nigeria,Africa,77,59,65,78,Microsoft Copilot,79,0.835,Yes,88,53,No,7,AIP-03703,AI Framework 3,Strategy,Education,Active,2018,7,48,51,Moderate,Medium,51,4169,Restrictive,6,42,No Alert,v2.9,NIG,South America,Legal Database,Data Protection Authority,2018-10-11,2019-04-01,2021-05-28,77,Medium,74,20,Open,2020-02-10,2018-11-29
2022,4,Canada,North America,98,91,83,105,Google Gemini,50,0.626,Yes,100,90,Yes,12,AIP-03704,AI Framework 4,Regulation,Transparency,Draft,2024,6,72,62,Moderate,Medium,38,3572,Restrictive,1,61,No Alert,v1.4,CAN,South America,Legal Database,AI Commission,2024-12-12,2025-03-12,2026-01-30,6,Low,51,21,Closed,2026-03-30,2025-03-15
2023,2,Nigeria,Africa,69,52,66,63,Microsoft Copilot,60,0.66,Yes,72,55,Yes,0,AIP-03705,AI Framework 5,Legislation,Ethics,Draft,2023,2,74,82,Weak,Low,40,1541,Neutral,0,59,New Policy,v3.1,NIG,South America,AI Ethics Board,Ministry of Technology,2023-10-16,2024-01-04,2025-04-12,94,Low,94,41,Under Review,2025-06-11,2024-02-11
2019,6,United Kingdom,Europe,71,48,51,77,Khanmigo,83,0.559,Yes,77,58,No,4,AIP-03706,AI Framework 6,Legislation,Governance,Draft,2023,1,58,62,Strong,Medium,69,2275,Restrictive,0,53,New Policy,v2.1,UNI,South America,AI Ethics Board,AI Commission,2023-04-06,2023-08-14,2025-04-13,20,Medium,55,8,Under Review,2023-10-05,2023-07-30
2024,6,Brazil,South America,97,86,71,111,Microsoft Copilot,47,0.472,No,98,85,Yes,10,AIP-03707,AI Framework 7,Legislation,Ethics,Active,2025,1,45,45,Weak,High,52,1843,Restrictive,2,37,No Alert,v3.6,BRA,South America,AI Ethics Board,Ministry of Technology,2025-05-19,2025-07-27,2026-11-20,93,Medium,68,2,Under Review,2025-08-12,2025-07-17
2017,2,Australia,Oceania,58,50,54,63,Google Gemini,83,0.488,No,67,43,No,10,AIP-03708,AI Framework 8,Regulation,Ethics,Active,2018,7,67,61,Weak,Medium,77,2335,Neutral,4,79,No Alert,v1.1,AUS,Europe,Government Portal,Digital Affairs Agency,2018-06-22,2018-08-28,2021-01-02,96,High,100,10,Open,2018-12-19,2018-07-02
2024,9,Brazil,South America,64,50,54,91,Khanmigo,86,0.655,Yes,68,48,Yes,5,AIP-03709,AI Framework 9,Guidance,Transparency,Active,2018,8,57,52,Strong,Low,85,3794,Restrictive,7,57,Amendment,v2.6,BRA,Oceania,Legal Database,Ministry of Technology,2018-03-23,2018-05-19,2020-05-12,82,Low,84,44,Closed,2019-01-07,2018-07-03
2015,10,Australia,Oceania,42,27,26,62,Google Gemini,61,0.502,No,50,32,Yes,11,AIP-03710,AI Framework 10,Strategy,Data Privacy,Draft,2026,8,70,80,Strong,Medium,20,4826,Supportive,7,76,No Alert,v3.4,AUS,North America,Government Portal,AI Commission,2026-12-12,2027-02-22,2028-03-18,87,High,69,2,Open,2027-09-17,2027-01-19
2023,5,Pakistan,Asia,56,52,46,44,Microsoft Copilot,59,0.596,Yes,62,48,Yes,12,AIP-03711,AI Framework 11,Regulation,Data Privacy,Active,2023,9,52,42,Strong,Low,86,1984,Restrictive,0,43,No Alert,v3.4,PAK,Europe,Government Portal,AI Commission,2023-10-12,2024-01-09,2025-10-05,24,Medium,84,37,Under Review,2024-10-21,2023-11-29
2016,12,Brazil,South America,63,56,58,42,Google Gemini,57,0.454,Yes,66,51,Yes,2,AIP-03712,AI Framework 12,Legislation,Transparency,Active,2024,4,75,65,Moderate,Low,31,1664,Neutral,6,74,No Alert,v2.2,BRA,Africa,Legal Database,Data Protection Authority,2024-08-07,2024-08-23,2025-10-07,65,High,79,24,Closed,2024-11-23,2024-10-03
2020,2,United Kingdom,Europe,63,45,41,74,Google Gemini,77,0.488,No,64,35,No,3,AIP-03713,AI Framework 13,Strategy,Governance,Active,2022,1,69,66,Moderate,Medium,20,4422,Restrictive,1,79,New Policy,v2.9,UNI,Africa,Regulatory Authority,Digital Affairs Agency,2022-07-02,2022-09-30,2025-03-18,24,Medium,97,3,Open,2023-03-09,2022-08-16
2024,12,Pakistan,Asia,75,51,61,105,Microsoft Copilot,72,0.6,Yes,85,61,No,5,AIP-03714,AI Framework 14,Strategy,Transparency,Draft,2019,3,48,42,Strong,Medium,27,793,Restrictive,3,40,No Alert,v1.7,PAK,Europe,Regulatory Authority,Digital Affairs Agency,2019-01-03,2019-06-08,2021-02-16,27,High,63,7,Open,2020-11-15,2019-04-11
2019,10,Pakistan,Asia,51,47,48,91,ChatGPT,66,0.793,No,51,46,No,11,AIP-03715,AI Framework 15,Legislation,Data Privacy,Draft,2022,8,66,70,Moderate,Medium,24,1985,Supportive,6,63,No Alert,v2.5,PAK,Africa,AI Ethics Board,AI Commission,2022-03-04,2022-08-02,2023-11-29,60,Medium,55,12,Under Review,2024-02-16,2022-05-15
2023,5,United Kingdom,Europe,95,83,71,127,ChatGPT,50,0.514,Yes,100,61,No,5,AIP-03716,AI Framework 16,Guidance,Transparency,Draft,2026,8,50,40,Weak,Low,47,4766,Restrictive,7,53,Amendment,v2.4,UNI,Asia,AI Ethics Board,AI Commission,2026-11-03,2027-04-23,2029-04-12,59,Medium,56,17,Closed,2026-12-22,2027-01-24
2024,9,Germany,Europe,83,79,73,62,Khanmigo,61,0.951,Yes,100,54,No,8,AIP-03717,AI Framework 17,Legislation,Ethics,Active,2019,6,52,58,Weak,Low,88,4415,Restrictive,6,43,Amendment,v2.3,GER,Europe,AI Ethics Board,Digital Affairs Agency,2019-07-24,2019-09-28,2022-01-30,15,High,67,18,Under Review,2019-09-27,2019-08-08
2020,3,United States,North America,66,50,57,85,Khanmigo,75,0.905,No,72,39,No,6,AIP-03718,AI Framework 18,Guidance,Transparency,Active,2019,1,49,55,Strong,Medium,75,4057,Supportive,1,52,No Alert,v1.3,UNI,Africa,AI Ethics Board,Data Protection Authority,2019-10-05,2020-01-11,2021-09-27,4,Medium,80,46,Under Review,2021-03-27,2020-01-11
2019,8,Canada,North America,94,60,76,121,Google Gemini,96,0.942,Yes,100,79,No,8,AIP-03719,AI Framework 19,Legislation,Transparency,Active,2021,8,64,58,Moderate,Medium,55,4449,Supportive,0,68,No Alert,v2.8,CAN,Oceania,Government Portal,AI Commission,2021-12-03,2022-03-04,2023-05-29,88,Medium,77,34,Under Review,2023-08-24,2022-01-23
2020,4,United States,North America,88,79,86,127,Google Gemini,80,0.778,Yes,93,59,Yes,5,AIP-03720,AI Framework 20,Legislation,Data Privacy,Active,2022,9,49,51,Moderate,Medium,96,1223,Restrictive,7,50,New Policy,v2.4,UNI,Africa,Regulatory Authority,Data Protection Authority,2022-11-12,2023-02-16,2024-08-23,37,Medium,88,28,Open,2023-12-15,2022-11-22
2018,4,Canada,North America,91,61,83,90,Microsoft Copilot,79,0.66,Yes,97,79,No,4,AIP-03721,AI Framework 21,Legislation,Transparency,Active,2023,3,62,66,Moderate,Medium,59,338,Neutral,1,52,Amendment,v3.0,CAN,Oceania,AI Ethics Board,Digital Affairs Agency,2023-12-04,2024-02-28,2026-02-15,2,Medium,64,1,Closed,2025-01-23,2023-12-29
2016,11,Australia,Oceania,81,69,81,68,Microsoft Copilot,77,0.683,Yes,81,57,Yes,8,AIP-03722,AI Framework 22,Regulation,Transparency,Active,2019,9,60,67,Strong,Low,27,4293,Supportive,1,67,New Policy,v3.9,AUS,Africa,Government Portal,Ministry of Technology,2019-02-19,2019-06-27,2021-04-14,45,Medium,86,10,Under Review,2019-05-28,2019-03-22
2022,3,Germany,Europe,58,42,42,78,Microsoft Copilot,69,0.563,No,61,53,Yes,6,AIP-03723,AI Framework 23,Strategy,Education,Draft,2026,7,67,72,Moderate,Medium,21,2484,Restrictive,4,77,Amendment,v3.5,GER,South America,AI Ethics Board,AI Commission,2026-04-16,2026-08-10,2028-03-20,9,Medium,53,15,Open,2027-09-03,2026-05-01
2024,8,India,Asia,72,50,56,82,Khanmigo,98,0.776,No,81,37,Yes,9,AIP-03724,AI Framework 24,Legislation,Education,Active,2019,9,75,85,Moderate,High,60,1298,Neutral,1,67,No Alert,v2.1,IND,South America,Government Portal,Ministry of Technology,2019-12-17,2020-03-21,2022-01-21,63,Medium,70,15,Under Review,2021-06-09,2020-02-18
